Z  	N  	halflife           	decayMode
83	138	0.0000003	B-      
83	139	0.0000003	B-      
83	140	0.0000003	B-      
83	140	0.0000003	BN      
83	141	0.0000003	B-      
83	141	0.0000003	BN      
84	102	                         	        
84	103	0.0014	A       
84	104	0.000275	EC      
84	104	0.000275	A       
84	105	0.0035	A       
84	106	0.00246	A       
84	107	0.022	A       
84	107	0.093	A       
84	108	0.0322	A       
84	108	0.0322	EC      
84	109	0.245	A       
84	109	0.37	A       
84	110	0.392	A       
84	110	0.392	EC      
84	111	4.64	EC      
84	111	4.64	A       
84	111	1.92	A       
84	111	1.92	EC      
84	111	1.92	IT      
84	112	5.8	A       
84	112	5.8	EC      
84	113	84	EC      
84	113	84	A       
84	113	32	A       
84	113	32	EC      
84	113	32	IT      
84	114	106.2	A       
84	114	106.2	EC      
84	115	328.2	EC      
84	115	328.2	A       
84	115	250.2	EC      
84	115	250.2	A       
84	115	250.2	IT      
84	116	690.6	EC      
84	116	690.6	A       
84	117	936	A       
84	117	936	EC      
84	117	537.6	IT      
84	117	537.6	EC      
84	117	537.6	A       
84	118	2676	EC      
84	118	2676	A       
84	119	2202	EC      
84	119	2202	A       
84	119	45	IT      
84	119	45	EC      
84	120	12668.4	A       
84	120	12668.4	EC      
84	121	6264	EC      
84	121	6264	A       
84	121	0.000645	IT      
84	121	0.0574	IT      
84	122	760320	EC      
84	122	760320	A       
84	122	760320	EC      
84	123	20880	EC      
84	123	20880	A       
84	123	2.79	IT      
84	124	91450000	A       
84	124	91450000	EC      
84	125	3219000000	A       
84	125	3219000000	EC      
84	126	11960000	A       
84	127	0.516	A       
84	127	25.2	IT      
84	127	25.2	A       
84	128	0.000000299	A       
84	128	45.1	A       
84	128	45.1	IT      
84	129	0.00000372	A       
84	130	0.0001643	A       
84	131	0.00178	A       
84	131	0.00178	B-      
84	132	0.145	A       
84	133	1.53	A       
84	134	185.88	A       
84	134	185.88	B-      
84	135	0.0000003	B-      
84	136	0.0000003	B-      
84	137	112	B-      
84	138	550	B-      
84	139	0.0000003	B-      
84	140	0.0000003	B-      
84	141	0.0000003	B-      
84	142	0.0000003	B-      
84	143	0.0000003	B-      
85	106	0.0017	A       
85	106	0.0021	A       
85	107	0.0115	A       
85	107	0.088	A       
85	108	0.028	A       
85	108	0.021	A       
85	108	0.027	IT      
85	108	0.027	A       
85	109	0.31	A       
85	109	0.253	A       
85	110	0.328	A       
85	110	0.147	A       
85	111	0.388	A       
85	111	0.388	EC      
85	112	0.388	A       
85	112	0.388	EC      
85	112	2	A       
85	112	2	EC      
85	112	2	IT      
85	113	3.8	A       
85	113	3.8	EC      
85	113	1.04	A       
85	113	1.04	EC      
85	114	7.03	A       
85	114	7.03	EC      
85	115	43	A       
85	115	43	EC      
85	115	47	EC      
85	115	47	A       
85	115	7.3	EC      
85	115	7.3	IT      
85	115	7.3	A       
85	116	85.2	A       
85	116	85.2	EC      
85	117	184	EC      
85	117	184	A       
85	117	182	EC      
85	117	182	A       
85	117	0.46	IT      
85	117	0.46	A       
85	118	444	EC      
85	118	444	A       
85	119	547.2	A       
85	119	547.2	EC      
85	119	0.108	IT      
85	120	1614	EC      
85	120	1614	A       
85	121	1836	EC      
85	121	1836	A       
85	122	6516	EC      
85	122	6516	A       
85	123	5868	EC      
85	123	5868	A       
85	124	19476	EC      
85	124	19476	A       
85	125	29160	EC      
85	125	29160	A       
85	126	25970.4	EC      
85	126	25970.4	A       
85	127	0.314	A       
85	127	0.314	EC      
85	127	0.314	B-      
85	127	0.119	A       
85	127	0.119	IT      
85	128	0.000000125	A       
85	129	0.000000558	A       
85	130	0.0001	A       
85	131	0.0003	A       
85	131	0.0003	B-      
85	131	0.0003	EC      
85	132	0.0323	A       
85	132	0.0323	B-      
85	133	1.5	A       
85	133	1.5	B-      
85	134	56	B-      
85	134	56	A       
85	135	222.6	B-      
85	135	222.6	A       
85	136	138	B-      
85	137	54	B-      
85	138	50	B-      
85	139	76	B-      
85	140	0.0000003	B-      
85	141	0.0000003	B-      
85	142	0.0000003	B-      
85	143	0.0000003	B-      
85	144	0.0000003	B-      
85	144	0.0000003	BN      
86	107	0.00115	A       
86	108	0.00078	A       
86	109	0.006	A       
86	109	0.005	A       
86	110	0.0044	A       
86	110	0.0044	EC      
86	111	0.053	A       
86	111	0.025	A       
86	112	0.065	A       
86	112	0.065	EC      
86	113	0.59	A       
86	113	0.59	EC      
86	113	0.31	A       
86	113	0.31	EC      
86	114	1.03	A       
86	114	1.03	EC      
86	115	7	A       
86	115	7	EC      
86	115	3.8	A       
86	115	3.8	EC      
86	116	9.7	A       
86	116	9.7	EC      
86	117	44	A       
86	117	44	EC      
86	117	26.9	A       
86	117	26.9	EC      
86	118	74.5	A       
86	118	74.5	EC      
86	119	170	A       
86	119	170	EC      
86	120	340.2	A       
86	120	340.2	EC      
86	121	555	EC      
86	121	555	A       
86	122	1461	A       
86	122	1461	EC      
86	123	1710	EC      
86	123	1710	A       
86	124	8640	A       
86	124	8640	EC      
86	125	52560	EC      
86	125	52560	A       
86	126	1434	A       
86	127	0.0195	A       
86	128	0.00000027	A       
86	129	0.0000023	A       
86	130	0.000045	A       
86	131	0.00054	A       
86	132	0.035	A       
86	133	3.96	A       
86	134	55.6	A       
86	135	1500	B-      
86	135	1500	A       
86	136	330350.4	A       
86	137	1458	B-      
86	138	6420	B-      
86	139	279.6	B-      
86	140	444	B-      
86	141	20.8	B-      
86	142	65	B-      
86	143	12	B-      
86	144	0.0000003	B-      
86	145	0.0000003	B-      
87	112	0.012	A       
87	112	0.012	EC      
87	113	0.049	A       
87	114	0.062	A       
87	114	0.019	A       
87	115	0.3	A       
87	115	0.29	A       
87	116	0.55	A       
87	117	1.8	EC      
87	117	1.8	A       
87	117	1.6	A       
87	117	1.6	EC      
87	117	0.8	A       
87	117	0.8	EC      
87	118	3.97	A       
87	118	3.97	EC      
87	119	16	A       
87	119	16	EC      
87	119	16	A       
87	119	16	EC      
87	119	0.7	IT      
87	119	0.7	A       
87	120	14.8	A       
87	120	14.8	EC      
87	121	59.1	A       
87	121	59.1	EC      
87	122	50.5	A       
87	122	50.5	EC      
87	123	190.8	A       
87	123	190.8	EC      
87	124	186	A       
87	124	186	EC      
87	125	1200	EC      
87	125	1200	A       
87	126	34.82	A       
87	126	34.82	EC      
87	127	0.005	A       
87	127	0.00335	A       
87	128	0.000000086	A       
87	129	0.0000007	A       
87	130	0.000019	A       
87	131	0.001	A       
87	131	0.022	A       
87	131	0.022	IT      
87	132	0.02	A       
87	133	27.4	A       
87	133	27.4	B-      
87	134	286.1	A       
87	134	286.1	B-      
87	135	852	B-      
87	136	1320	B-      
87	136	1320	A       
87	137	199.8	B-      
87	138	237	B-      
87	139	49	B-      
87	140	148.2	B-      
87	141	38	B-      
87	142	50.2	B-      
87	143	19.1	B-      
87	144	17.6	B-      
87	145	5.5	B-      
87	146	0.0000003	B-      
88	113	0.0016	A       
88	113	0.0016	EC      
88	114	0.016	A       
88	115	0.031	A       
88	115	0.024	A       
88	116	0.057	A       
88	117	0.21	A       
88	117	0.21	EC      
88	117	0.17	A       
88	117	0.17	EC      
88	118	0.24	A       
88	119	1.35	A       
88	119	1.35	EC      
88	119	0.059	IT      
88	119	0.059	A       
88	120	1.3	A       
88	120	1.3	EC      
88	121	4.6	A       
88	121	4.6	EC      
88	122	3.7	A       
88	122	3.7	EC      
88	123	13	EC      
88	123	13	A       
88	124	13	A       
88	124	13	EC      
88	125	163.8	A       
88	125	163.8	EC      
88	125	0.0022	IT      
88	125	0.0022	A       
88	126	2.46	A       
88	126	2.46	EC      
88	127	0.00155	A       
88	128	0.000000182	A       
88	128	0.000000182	EC      
88	129	0.0000016	A       
88	130	0.0000252	A       
88	131	0.01	A       
88	132	0.018	A       
88	133	28	A       
88	133	28	14C     
88	134	38	A       
88	134	38	14C     
88	135	987552	14C     
88	135	987552	A       
88	136	313796.16	A       
88	136	313796.16	14C     
88	137	1287360	B-      
88	138	50492000000	A       
88	138	50492000000	14C     
88	139	2532	B-      
88	140	181500000	B-      
88	141	240	B-      
88	142	5580	B-      
88	143	104.1	B-      
88	144	252	B-      
88	145	30	B-      
88	146	30	B-      
88	147	                         	        
89	117	0.022	A       
89	117	0.033	A       
89	118	0.027	A       
89	119	0.095	A       
89	119	0.095	EC      
89	119	0.025	EC      
89	119	0.025	A       
89	120	0.1	A       
89	120	0.1	EC      
89	121	0.35	A       
89	121	0.35	EC      
89	122	0.21	A       
89	123	0.93	A       
89	123	0.93	EC      
89	124	0.738	A       
89	125	8.2	A       
89	125	8.2	EC      
89	126	0.17	A       
89	126	0.17	EC      
89	127	0.00044	A       
89	127	0.000441	A       
89	128	0.000000069	A       
89	128	0.000000069	EC      
89	129	0.00000108	A       
89	130	0.0000118	A       
89	131	0.0264	A       
89	131	0.0264	EC      
89	132	0.052	A       
89	133	5	A       
89	133	5	EC      
89	133	63	A       
89	133	63	IT      
89	133	63	EC      
89	134	126	A       
89	134	126	EC      
89	135	10008	EC      
89	135	10008	A       
89	135	10008	B-      
89	136	864000	A       
89	136	864000	14C     
89	137	105732	B-      
89	137	105732	EC      
89	137	105732	A       
89	138	687100000	B-      
89	138	687100000	A       
89	139	22140	B-      
89	140	3762	B-      
89	141	122	B-      
89	141	122	BF      
89	142	450	B-      
89	143	119	B-      
89	144	145	B-      
89	145	44	B-      
89	146	60	B-      
89	147	                         	B-      
89	148	                         	        
90	118	0.0017	A       
90	119	0.0025	A       
90	120	0.016	A       
90	120	0.016	EC      
90	121	0.04	A       
90	122	0.0317	A       
90	122	0.0317	EC      
90	123	0.144	A       
90	124	0.087	A       
90	125	1.2	A       
90	126	0.026	A       
90	126	0.026	EC      
90	126	0.000134	A       
90	126	0.000134	IT      
90	127	0.000241	A       
90	128	0.000000117	A       
90	129	0.00000105	A       
90	130	0.0000097	A       
90	130	0.0000097	EC      
90	131	0.00168	A       
90	132	0.0028	A       
90	133	0.6	A       
90	134	0.81	A       
90	135	525	A       
90	135	525	EC      
90	136	1834.2	A       
90	137	1613952	A       
90	138	60326000	A       
90	138	60326000	20O     
90	139	250300000000	A       
90	139	120	IT      
90	140	2379000000000	A       
90	140	2379000000000	24Ne    
90	140	2379000000000	SF      
90	141	91872	B-      
90	141	91872	A       
90	142	441800000000000000	A       
90	142	441800000000000000	SF      
90	143	1309.8	B-      
90	144	2082240	B-      
90	145	432	B-      
90	146	2238	B-      
90	147	282	B-      
90	148	564	B-      
90	149	                         	        
91	121	0.0051	A       
91	122	0.0053	A       
91	123	0.017	A       
91	124	0.014	A       
91	125	0.15	A       
91	125	0.15	EC      
91	126	0.0036	A       
91	126	0.0012	A       
91	126	0.0012	IT      
91	127	0.000113	A       
91	128	0.000000053	A       
91	129	0.00000078	EC      
91	129	0.00000078	A       
91	130	0.0000059	A       
91	131	0.0029	A       
91	132	0.0051	A       
91	133	0.85	A       
91	134	1.7	A       
91	135	108	A       
91	135	108	EC      
91	136	2298	A       
91	136	2298	EC      
91	137	80640	A       
91	137	80640	EC      
91	138	129600	EC      
91	138	129600	A       
91	139	1503359.1	EC      
91	139	1503359.1	B-      
91	139	1503359.1	A       
91	140	1033800000000	A       
91	140	1033800000000	SF      
91	141	114048	B-      
91	141	114048	EC      
91	142	2330640	B-      
91	143	24120	B-      
91	143	69.54	B-      
91	143	69.54	IT      
91	144	1466.4	B-      
91	145	546	B-      
91	146	522	B-      
91	147	136.2	B-      
91	148	6480	B-      
91	149	                         	B-      
91	150	                         	        
92	125	0.016	A       
92	126	0.00051	A       
92	126	0.00056	A       
92	127	0.000042	A       
92	128	                         	A       
92	128	                         	EC      
92	129	0.0000007	        
92	130	0.000001	A       
92	131	0.000018	A       
92	131	0.000018	EC      
92	132	0.0009	A       
92	133	0.095	A       
92	134	0.35	A       
92	135	66	A       
92	136	546	A       
92	136	546	EC      
92	137	3480	EC      
92	137	3480	A       
92	138	1797120	A       
92	138	1797120	SF      
92	138	1797120	22Ne    
92	139	362880	EC      
92	139	362880	A       
92	140	2174000000	A       
92	140	2174000000	SF      
92	141	5024000000000	A       
92	141	5024000000000	24Ne    
92	141	5024000000000	SF      
92	141	5024000000000	28Mg    
92	142	7747000000000	Ne      
92	142	7747000000000	A       
92	142	7747000000000	SF      
92	142	7747000000000	Mg      
92	143	22220000000000000	A       
92	143	22220000000000000	SF      
92	143	22220000000000000	28Mg    
92	143	22220000000000000	Ne      
92	143	1560	IT      
92	144	739100000000000	A       
92	144	739100000000000	SF      
92	145	583200	B-      
92	146	141000000000000000	A       
92	146	141000000000000000	SF      
92	147	1407	B-      
92	148	50760	B-      
92	149	                         	B-      
92	150	1008	B-      
92	151	                         	        
93	132	                         	A       
93	133	0.035	A       
93	134	0.51	A       
93	135	61.4	EC      
93	135	61.4	A       
93	136	240	A       
93	136	240	EC      
93	137	276	EC      
93	137	276	A       
93	138	2928	EC      
93	138	2928	A       
93	139	882	EC      
93	139	882	A       
93	140	2172	EC      
93	140	2172	A       
93	141	380160	EC      
93	142	34220000	EC      
93	142	34220000	A       
93	143	4828000000000	EC      
93	143	4828000000000	B-      
93	143	4828000000000	A       
93	143	81000	B-      
93	143	81000	EC      
93	144	67660000000000	A       
93	144	67660000000000	SF      
93	145	182908.8	B-      
93	146	203558.4	B-      
93	147	3714	B-      
93	147	433.2	B-      
93	147	433.2	IT      
93	148	834	B-      
93	149	132	B-      
93	149	330	B-      
93	150	111	B-      
93	151	137.4	B-      
93	152	                         	        
94	134	1.1	A       
94	135	67	EC      
94	135	67	A       
94	135	67	SF      
94	136	102	A       
94	137	516	EC      
94	137	516	A       
94	138	2027.1	EC      
94	138	2027.1	A       
94	139	1254	EC      
94	139	1254	A       
94	140	31680	A       
94	140	31680	EC      
94	141	1518	EC      
94	141	1518	A       
94	142	90192000	A       
94	142	90192000	SF      
94	143	3943296	EC      
94	143	3943296	A       
94	143	0.18	IT      
94	144	2768000000	A       
94	144	2768000000	SF      
94	145	760900000000	SF      
94	145	760900000000	A       
94	146	207050000000	A       
94	146	207050000000	SF      
94	147	452100000	B-      
94	147	452100000	A       
94	147	452100000	SF      
94	148	11830000000000	A       
94	148	11830000000000	SF      
94	149	17841.6	B-      
94	150	2525000000000000	SF      
94	150	2525000000000000	A       
94	151	37800	B-      
94	152	936576	B-      
94	153	196128	B-      
95	135	17	EC      
95	136	                         	A       
95	136	                         	EC      
95	137	79	EC      
95	137	79	A       
95	138	192	A       
95	138	192	EC      
95	139	139.2	EC      
95	139	139.2	A       
95	140	618	EC      
95	140	618	A       
95	141	216	A       
95	141	216	EC      
95	141	174	A       
95	141	174	EC      
95	142	4416	EC      
95	142	4416	A       
95	143	5880	A       
95	143	5880	EC      
95	144	42840	EC      
95	144	42840	A       
95	145	182880	EC      
95	145	182880	A       
95	145	0.00094	SF      
95	146	13650000000	A       
95	146	13650000000	SF      
95	147	57672	B-      
95	147	57672	EC      
95	147	4450000000	IT      
95	147	4450000000	A       
95	147	4450000000	SF      
95	147	0.014	SF      
95	147	0.014	IT      
95	147	0.014	A       
95	148	232600000000	A       
95	148	232600000000	SF      
95	149	36360	B-      
95	149	0.0009	SF      
95	149	1560	EC      
95	149	1560	B-      
95	150	7379.1	B-      
95	151	2340	B-      
95	151	1500	B-      
95	151	1500	IT      
95	152	1380	B-      
95	153	600	B-      
95	154	                         	B-      
96	137	23	EC      
96	137	23	A       
96	138	51	SF      
96	138	51	EC      
96	138	51	A       
96	139	                         	A       
96	139	                         	EC      
96	140	                         	EC      
96	140	                         	A       
96	141	                         	EC      
96	141	                         	A       
96	142	8640	EC      
96	142	8640	A       
96	143	10440	EC      
96	143	10440	A       
96	144	2332800	SF      
96	144	2332800	A       
96	144	2332800	EC      
96	145	2833919.1	EC      
96	145	2833919.1	A       
96	146	14070000	A       
96	146	14070000	SF      
96	146	14070000	34Si    
96	147	918300000	EC      
96	147	918300000	SF      
96	147	918300000	A       
96	148	571200000	A       
96	148	571200000	SF      
96	148	0.034	IT      
96	149	265800000000	A       
96	149	265800000000	SF      
96	150	148500000000	A       
96	150	148500000000	SF      
96	151	492300000000000	A       
96	152	10982000000000	SF      
96	152	10982000000000	A       
96	153	3849	B-      
96	154	261900000000	SF      
96	154	261900000000	A       
96	154	261900000000	B-      
96	155	1008	B-      
96	156	172800	        
97	137	140	A       
97	137	140	EC      
97	138	                         	A       
97	138	                         	EC      
97	139	                         	        
97	140	60	EC      
97	140	60	A       
97	141	144	EC      
97	141	144	EF      
97	142	                         	EC      
97	142	                         	A       
97	142	                         	SF      
97	143	288	EC      
97	143	288	EF      
97	144	276	A       
97	144	276	EC      
97	145	420	EC      
97	146	16200	EC      
97	146	16200	A       
97	147	15659.1	EC      
97	147	15659.1	A       
97	148	427680	EC      
97	148	427680	A       
97	149	155520	EC      
97	150	43550000000	A       
97	151	284000000	A       
97	151	85320	B-      
97	151	85320	EC      
97	152	28510000	B-      
97	152	28510000	A       
97	152	28510000	SF      
97	153	11563.2	B-      
97	154	3336	B-      
97	155	                         	        
97	156	                         	B-      
97	157	                         	        
98	139	0.8	SF      
98	139	0.8	A       
98	140	0.021	SF      
98	141	39	EC      
98	141	39	A       
98	142	64	A       
98	142	64	SF      
98	143	226.8	EC      
98	143	226.8	A       
98	144	222	EC      
98	144	222	SF      
98	144	222	A       
98	145	642	EC      
98	145	642	A       
98	146	1164	A       
98	147	2700	EC      
98	147	2700	A       
98	148	128520	A       
98	148	128520	EC      
98	148	128520	SF      
98	148	0.000000045	SF      
98	149	11196	EC      
98	149	11196	A       
98	150	28810000	A       
98	150	28810000	SF      
98	151	11080000000	A       
98	151	11080000000	SF      
98	152	412800000	A       
98	152	412800000	SF      
98	153	28340000000	A       
98	153	28340000000	SF      
98	154	83470000	A       
98	154	83470000	SF      
98	155	1538784	B-      
98	155	1538784	A       
98	156	5227200	SF      
98	156	5227200	A       
98	157	5100	B-      
98	158	738	SF      
98	158	738	B-      
98	158	738	A       
99	141	                         	EC      
99	141	                         	A       
99	142	8	EC      
99	142	8	A       
99	143	17.8	A       
99	143	17.8	EC      
99	144	23	A       
99	144	23	EC      
99	144	23	SF      
99	145	37	EC      
99	145	37	A       
99	146	66	A       
99	146	66	EC      
99	147	450	EC      
99	147	450	A       
99	148	273	EC      
99	148	273	A       
99	148	54000000	A       
99	149	1620	EC      
99	149	1620	A       
99	150	6132	EC      
99	150	6132	A       
99	151	30960	EC      
99	151	30960	A       
99	151	7992	EC      
99	152	118800	EC      
99	152	118800	A       
99	153	40755000	A       
99	153	40755000	EC      
99	154	1768608	SF      
99	154	1768608	A       
99	155	23820000	SF      
99	155	23820000	A       
99	155	23820000	B-      
99	155	141480	B-      
99	155	141480	IT      
99	155	141480	A       
99	155	141480	EC      
99	155	141480	SF      
99	156	3438719.1	B-      
99	156	3438719.1	A       
99	156	3438719.1	SF      
99	157	1524	B-      
99	157	27360	B-      
99	158	665280	B-      
99	158	665280	SF      
99	159	                         	A       
99	159	                         	EC      
100	141	0.00073	SF      
100	141	0.00073	A       
100	141	0.00073	EC      
100	142	0.000004	SF      
100	143	0.231	EC      
100	143	0.231	A       
100	143	0.231	SF      
100	144	0.00312	SF      
100	144	0.00312	EC      
100	144	0.00312	A       
100	145	4.2	A       
100	146	1.54	A       
100	146	1.54	SF      
100	146	1.54	EC      
100	147	31	A       
100	147	31	EC      
100	147	5.1	A       
100	148	36	A       
100	148	36	EC      
100	148	36	SF      
100	149	156	EC      
100	149	156	A       
100	150	1800	A       
100	150	1800	EC      
100	150	1800	SF      
100	150	1.93	IT      
100	151	19080	EC      
100	151	19080	A       
100	152	91404	SF      
100	152	91404	A       
100	153	259200	EC      
100	153	259200	A       
100	154	11664	A       
100	154	11664	SF      
100	155	72252	A       
100	155	72252	SF      
100	156	9456	SF      
100	156	9456	A       
100	157	8683200	A       
100	157	8683200	SF      
100	158	0.00037	SF      
100	159	1.5	SF      
100	160	0.004	SF      
101	144	0.0009	A       
101	144	0.0009	SF      
101	144	0.35	EC      
101	144	0.35	A       
101	145	0.9	A       
101	145	0.9	SF      
101	145	0.9	EC      
101	145	0.9	A       
101	145	0.9	EC      
101	146	1.2	A       
101	146	1.2	SF      
101	146	0.25	A       
101	146	0.25	SF      
101	147	13	A       
101	147	13	EC      
101	148	21.7	A       
101	148	21.7	EC      
101	148	1.9	A       
101	149	25	EC      
101	149	25	A       
101	150	258	EC      
101	150	258	A       
101	151	138	EC      
101	152	360	EC      
101	152	360	A       
101	153	1680	EC      
101	153	1680	EC      
101	154	1620	EC      
101	154	1620	A       
101	154	1620	SF      
101	155	4620	EC      
101	155	4620	A       
101	155	4620	SF      
101	156	19872	EC      
101	156	19872	A       
101	156	19872	SF      
101	157	4449600	A       
101	157	4449600	SF      
101	157	3420	EC      
101	157	3420	SF      
101	158	5760	SF      
101	158	5760	A       
101	159	2747520	SF      
101	159	2747520	A       
101	159	2747520	EC      
101	159	2747520	B-      
101	160	                         	A       
101	161	                         	SF      
101	161	                         	A       
102	146	0.000002	SF      
102	147	                         	        
102	148	0.0000042	SF      
102	148	0.0000042	A       
102	149	0.8	A       
102	149	0.8	SF      
102	149	0.8	EC      
102	149	1.02	A       
102	150	2.47	EC      
102	150	2.47	A       
102	150	2.47	SF      
102	150	0.11	IT      
102	151	97.2	A       
102	151	97.2	EC      
102	152	51	A       
102	152	51	EC      
102	152	51	SF      
102	152	0.28	IT      
102	153	211.2	EC      
102	153	211.2	A       
102	154	2.91	SF      
102	154	2.91	A       
102	155	25	A       
102	155	25	SF      
102	156	0.0012	SF      
102	157	3480	A       
102	157	3480	EC      
102	157	3480	SF      
102	158	0.106	SF      
102	159	                         	A       
102	160	0.005	SF      
102	161	                         	SF      
102	161	                         	A       
102	162	                         	A       
103	148	                         	EC      
103	148	                         	A       
103	149	0.27	A       
103	149	0.27	EC      
103	150	0.57	A       
103	150	0.57	SF      
103	150	1.49	A       
103	150	1.49	SF      
103	151	18.4	A       
103	151	18.4	EC      
103	152	31.1	A       
103	152	31.1	EC      
103	152	2.53	IT      
103	152	2.53	A       
103	153	27	A       
103	153	27	EC      
103	153	27	SF      
103	154	4	A       
103	155	4.1	SF      
103	155	4.1	A       
103	156	6.2	A       
103	156	6.2	SF      
103	157	180	A       
103	157	180	EC      
103	157	180	SF      
103	158	2340	SF      
103	159	14400	SF      
103	159	14400	EC      
103	159	14400	A       
103	160	                         	A       
103	161	                         	SF      
103	161	                         	A       
103	162	                         	SF      
103	162	                         	A       
103	163	                         	A       
103	163	                         	SF      
104	149	0.000048	SF      
104	149	0.000048	A       
104	149	0.000048	A       
104	149	0.000048	SF      
104	150	0.000023	SF      
104	151	2.3	A       
104	151	2.3	SF      
104	151	2.3	EC      
104	152	0.0064	SF      
104	152	0.0064	A       
104	153	4.7	A       
104	153	4.7	SF      
104	153	4.7	EC      
104	153	4.1	EC      
104	153	4.1	A       
104	153	4.1	SF      
104	154	0.0147	SF      
104	154	0.0147	A       
104	155	3.2	A       
104	155	3.2	SF      
104	155	2.5	EC      
104	156	0.021	SF      
104	156	0.021	A       
104	157	1.9	EC      
104	157	1.9	SF      
104	157	1.9	SF      
104	157	1.9	A       
104	157	1.9	A       
104	158	2.3	SF      
104	158	2.3	A       
104	159	600	SF      
104	159	600	A       
104	160	                         	A       
104	161	                         	SF      
104	162	                         	SF      
104	162	                         	A       
104	163	                         	        
104	164	                         	A       
104	164	                         	SF      
105	150	1.6	A       
105	150	1.6	SF      
105	151	1.9	A       
105	151	1.9	EC      
105	151	1.9	SF      
105	152	1.82	A       
105	152	1.82	SF      
105	152	0.58	SF      
105	152	0.58	A       
105	153	4.2	A       
105	153	4.2	EC      
105	153	4.2	SF      
105	153	20	EC      
105	154	0.51	A       
105	155	1.52	A       
105	155	1.52	SF      
105	155	1.52	EC      
105	156	1.8	A       
105	156	1.8	SF      
105	157	35	A       
105	157	35	SF      
105	158	27	SF      
105	158	27	A       
105	158	27	EC      
105	159	                         	A       
105	160	                         	A       
105	161	                         	A       
105	161	                         	SF      
105	162	4380	SF      
105	163	115200	SF      
105	164	                         	A       
105	164	                         	SF      
105	165	82800	SF      
105	165	82800	A       
106	152	0.0029	SF      
106	152	0.0029	A       
106	153	0.32	A       
106	153	0.32	SF      
106	153	0.28	A<      
106	154	0.0036	A       
106	154	0.0036	SF      
106	154	0.00495	SF      
106	154	0.00495	A       
106	155	0.23	A       
106	155	0.23	SF      
106	156	0.0069	SF      
106	156	0.0069	A       
106	157	1	A       
106	157	1	SF      
106	157	0.12	IT      
106	157	0.12	A       
106	158	0.037	SF      
106	158	0.037	A       
106	159	16.2	A       
106	159	16.2	SF      
106	159	16.2	        
106	160	21	SF      
106	160	21	A       
106	161	                         	        
106	162	                         	SF      
106	162	                         	A       
106	163	                         	        
106	164	                         	A       
106	164	                         	SF      
106	165	144	A       
106	165	144	SF      
106	166	                         	A       
106	166	                         	SF      
106	167	                         	SF      
107	153	0.035	A       
107	154	0.0118	A       
107	155	0.022	A       
107	155	0.022	A       
107	156	                         	A       
107	157	0.44	A       
107	158	0.9	A       
107	159	1.7	A       
107	160	17	A       
107	161	                         	        
107	162	                         	        
107	163	60	A       
107	164	                         	A       
107	165	10	A       
107	166	                         	A       
107	166	                         	SF      
107	167	54	A       
107	167	54	SF      
107	168	                         	SF      
108	155	0.00074	A       
108	155	0.00074	SF      
108	156	0.0008	SF      
108	156	0.0008	A       
108	157	0.0019	SF      
108	157	0.0019	A       
108	157	0.0003	A       
108	158	0.0023	A       
108	158	0.0023	SF      
108	159	0.052	A       
108	159	0.052	SF      
108	159	0.8	A       
108	160	0.4	A       
108	161	3.6	A       
108	161	9.7	A       
108	162	22	A       
108	163	                         	A       
108	163	                         	SF      
108	164	                         	SF      
108	164	                         	A       
108	165	                         	A       
108	166	                         	SF      
108	166	                         	A       
108	167	0.15	A       
108	168	                         	A       
108	168	                         	SF      
108	169	                         	        
109	156	                         	A       
109	157	0.0017	A       
109	158	                         	A       
109	159	0.021	A       
109	160	                         	        
109	161	0.005	A       
109	162	                         	A       
109	163	                         	A       
109	163	                         	SF      
109	164	                         	SF      
109	164	                         	A       
109	165	0.44	A       
109	165	0.44	SF      
109	166	0.0097	A       
109	167	0.72	A       
109	168	                         	        
109	169	8	A       
109	169	8	SF      
109	170	                         	A       
109	170	                         	SF      
110	157	0.0000028	A       
110	158	                         	A       
110	159	0.000179	A       
110	160	0.0001	A       
110	160	0.0001	SF      
110	160	0.006	A       
110	160	0.006	IT      
110	161	0.00163	A       
110	161	0.069	A       
110	161	0.069	IT      
110	162	                         	SF      
110	163	0.00017	A       
110	164	                         	SF      
110	164	                         	A       
110	165	                         	A       
110	166	                         	SF      
110	166	                         	A       
110	167	                         	A       
110	168	                         	SF      
110	168	                         	A       
110	169	0.18	SF      
110	169	0.18	A       
110	170	                         	        
110	171	20	SF      
110	171	20	A       
110	171	9.6	SF      
111	161	0.0038	A       
111	162	                         	A       
111	163	0.0064	A       
111	164	                         	A       
111	165	                         	A       
111	165	                         	SF      
111	166	                         	A       
111	166	                         	SF      
111	167	0.0042	A       
111	167	0.0042	SF      
111	168	0.17	A       
111	169	3.6	A       
111	170	26	SF      
111	170	26	A       
111	171	0.5	A       
111	171	0.5	SF      
111	172	                         	SF      
111	172	                         	A       
112	164	                         	        
112	165	                         	        
112	166	                         	A       
112	166	                         	SF      
112	167	                         	SF      
112	167	                         	A       
112	168	                         	A       
112	168	                         	SF      
112	169	                         	A       
112	170	0.0005	SF      
112	171	4	A       
112	171	4	SF      
112	171	4	SF      
112	171	4	A       
112	172	0.101	SF      
112	173	30	A       
113	165	0.00024	A       
113	166	                         	        
113	167	                         	        
113	168	                         	        
113	169	0.07	A       
113	170	0.1	A       
113	171	0.48	A       
113	172	5.5	A       
113	172	5.5	SF      
113	173	20	A       
113	173	20	SF      
